»ç¾÷Àå¸í,ÀÎÇã°¡ÀÏÀÚ,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,Æó¾÷ÀÏÀÚ,¿µ¾÷»óÅÂ¸í,¼ÒÀçÁöÀüÃ¼ÁÖ¼Ò,µµ·Î¸íÀüÃ¼ÁÖ¼Ò,ÁÖ¼Ò,"Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿©ºÎ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼ÒÀÏÀÚ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿¬µµ",ÀÎÇã°¡¿¬µµ
½Å¾ÆÇï½ºÅ¬·´,2003-06-12,,,,20120417.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ 666¹øÁö 12Ãþ,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î 194 (½Å³»µ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î 194 (½Å³»µ¿),1,2012-04-17,2012,2003
¸®´õ½ºÅ¬·´Çï½º,2003-06-18,,,,20060228.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ 176-1¹øÁö,¼­¿ïÆ¯º°½Ã Áß¶û±¸ °ø¸ª·Î2±æ 8 (¹¬µ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ °ø¸ª·Î2±æ 8 (¹¬µ¿),1,2006-02-28,2006,2003
M.D½ºÆ÷Ã÷¼¾Å¸,2003-09-18,,,,20100901.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½ÅÁ¤µ¿ 994-5¹øÁö,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿·Î 189  (½ÅÁ¤µ¿),¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿·Î 189  (½ÅÁ¤µ¿),1,2010-09-01,2010,2003
¾ÆÅ¾ÈÖÆ®´Ï½º,2009-05-11,,,,20100315.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½ÅÁ¤µ¿ 1009-6¹øÁö,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½Å¿ù·Î 389  (½ÅÁ¤µ¿),¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½Å¿ù·Î 389  (½ÅÁ¤µ¿),1,2010-03-15,2010,2009
MFÈÖÆ®´Ï½º,2009-06-10,,,,20140416.0,Æó¾÷,"¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 962-1¹øÁö Áö102,Áö201","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¿À¸ñ·Î 299  (¸ñµ¿,Áö102,Áö201)","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¿À¸ñ·Î 299  (¸ñµ¿,Áö102,Áö201)",1,2014-04-16,2014,2009
·Î¹ÙÄÚ ÈÖÆ®´Ï½º,2005-07-04,,,,20070424.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ë¸²µ¿ 879-1¹øÁö ÃµÀÏºôµù 5Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µðÁöÅÐ·Î 413  (´ë¸²µ¿,ÃµÀÏºôµù 5Ãþ)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µðÁöÅÐ·Î 413  (´ë¸²µ¿,ÃµÀÏºôµù 5Ãþ)",1,2007-04-24,2007,2005
ÁøÇ³Çï½ºÅ¬·´,2005-08-02,,,,20130905.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 294-8¹øÁö,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µµ½Å·Î 94  (½Å±æµ¿),¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µµ½Å·Î 94  (½Å±æµ¿),1,2013-09-05,2013,2005
(ÁÖ)¼¼°èÃ»¼Ò³â¿£Áö¿À±³À°¹®È­¿ø,2005-09-01,,,,20220531.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ç»êµ¿3°¡ 2-4,,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ´ç»êµ¿3°¡ 2-4,1,2022-05-31,2022,2005
¾¾¿¤°ñÇÁ¾ÆÄ«µ¥¹Ì,2005-09-30,,,,20140901.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¹®·¡µ¿3°¡ 84-2¹øÁö µ¿±¹¸Þ¶ß¸®¾Ó 701È£,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î 76,  701È£ (¹®·¡µ¿3°¡,µ¿±¹¸Þ¶ß¸®¾Ó)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î 76,  701È£ (¹®·¡µ¿3°¡,µ¿±¹¸Þ¶ß¸®¾Ó)",1,2014-09-01,2014,2005
Á¦·ÎÆêPT,2016-10-21,,,,20191129.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 907¹øÁö Çö´ë¿ùµåÅ¸¿ö B116È£,"¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿¼­·Î 77, Çö´ë¿ùµåÅ¸¿ö B116È£ (¸ñµ¿)","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿¼­·Î 77, Çö´ë¿ùµåÅ¸¿ö B116È£ (¸ñµ¿)",1,2019-11-29,2019,2016
¸ö¸ÅÁü,2001-02-06,,,,20160418.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½Å¿ùµ¿ 514-2¹øÁö 3Ãþ,"¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¿À¸ñ·Î 48, 3Ãþ (½Å¿ùµ¿)","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¿À¸ñ·Î 48, 3Ãþ (½Å¿ùµ¿)",1,2016-04-18,2016,2001
¿¡º¥¿¡¼¿ Çï½º±×·´,2001-03-02,,,,,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½ÅÁ¤µ¿ 1023-12¹øÁö,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ÀºÇàÁ¤·Î 5 (½ÅÁ¤µ¿),¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ÀºÇàÁ¤·Î 5 (½ÅÁ¤µ¿),0,,,2001
Ã»¾ÆÇï½º·¹ÀúÅ¬·´,2001-03-07,,,,20060203.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 603-1¹øÁö 3Ãþ,"¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ °øÇ×´ë·Î 550  (¸ñµ¿,3Ãþ)","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ °øÇ×´ë·Î 550  (¸ñµ¿,3Ãþ)",1,2006-02-03,2006,2001
¿ì¸®Çï½º,2001-10-17,,,,20061030.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½ÅÁ¤µ¿ 174-1¹øÁö,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿³²·Î4±æ 38  (½ÅÁ¤µ¿),¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿³²·Î4±æ 38  (½ÅÁ¤µ¿),1,2006-10-30,2006,2001
Æ¼¾Ø¾ÆÀÌÇï½ºÅ¬·´,2003-09-25,,,,20060228.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ 648¹øÁö µð¾Æ¶ß°¶·¯¸®»ó°¡ 4Ãþ,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î 225 (½Å³»µ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î 225 (½Å³»µ¿),1,2006-02-28,2006,2003
ÁØÈÖÆ®´Ï½ºÅ¬·´,2003-10-28,,,,20061215.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ 2¹øÁö Çöµ¿ºôµù4Ãþ,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î25°¡±æ 2 (¹¬µ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î25°¡±æ 2 (¹¬µ¿),1,2006-12-15,2006,2003
½Ä½ºÆÑ ÈÖÆ®´Ï½º,2003-11-20,,,,20171213.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ 1096-8¹øÁö,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î 299 (¸é¸ñµ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î 299 (¸é¸ñµ¿),1,2017-12-13,2017,2003
¿¡ÄÚ»çÀÌÅ¬¸µ ¿µµîÆ÷¼¾ÅÍ,2014-04-11,,,,20220503.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷µ¿7°¡ 47-3,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µÁß·Î 79 (¿µµîÆ÷µ¿7°¡),¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µÁß·Î 79 (¿µµîÆ÷µ¿7°¡),1,2022-05-03,2022,2014
À¯ÁøÇï½ºÇÇ¾Æ,2002-06-20,,,,20060220.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½Å¿ùµ¿ 229-26¹øÁö,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ °õ´Þ·¡·Î14±æ 10  (½Å¿ùµ¿),¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ °õ´Þ·¡·Î14±æ 10  (½Å¿ùµ¿),1,2006-02-20,2006,2002
¿¬È­Çï½º,2002-08-30,,,,20090331.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½Å¿ùµ¿ 134-17¹øÁö ÅÂÇü»ó°¡101È£,"¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ °õ´Þ·¡·Î5±æ 37  (½Å¿ùµ¿,ÅÂÇü»ó°¡101È£)","¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ °õ´Þ·¡·Î5±æ 37  (½Å¿ùµ¿,ÅÂÇü»ó°¡101È£)",1,2009-03-31,2009,2002
¼­·¡Çï½º,2005-10-11,,,,20211102.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 75-1 (ÁöÇÏ1Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­·¡·Î6±æ 16 (¹ÝÆ÷µ¿,(ÁöÇÏ1Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­·¡·Î6±æ 16 (¹ÝÆ÷µ¿,(ÁöÇÏ1Ãþ))",1,2021-11-02,2021,2005
¹ß¸®,2005-10-28,,,,20190117.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 12-0¹øÁö (ÁöÇÏ1Ãþ),¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ½Å¹ÝÆ÷·Î 83 (¹ÝÆ÷µ¿),¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ½Å¹ÝÆ÷·Î 83 (¹ÝÆ÷µ¿),1,2019-01-17,2019,2005
°æÁøÇï½º,1994-08-01,,,,19980725.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½Å¿ùµ¿ 1003-1¹øÁö,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½Å¿ù·Î 110  (½Å¿ùµ¿),¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ½Å¿ù·Î 110  (½Å¿ùµ¿),1,1998-07-25,1998,1994
´ÙÀÎÇï½º,1995-05-22,,,,20030929.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ ¸ñµ¿ 515-5¹øÁö,¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ °øÇ×´ë·Î 638  (¸ñµ¿),¼­¿ïÆ¯º°½Ã ¾çÃµ±¸ °øÇ×´ë·Î 638  (¸ñµ¿),1,2003-09-29,2003,1995
ÇÇÆ¼·¦,2014-03-17,,,,20180914.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçµ¿ 401-12¹øÁö ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ³íÇö·Î5±æ 15-3 (¾çÀçµ¿, ÁöÇÏ1Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ³íÇö·Î5±æ 15-3 (¾çÀçµ¿, ÁöÇÏ1Ãþ)",1,2018-09-14,2018,2014
¹Ùµð½ÃÅ©¸´,2014-07-24,,,,20220531.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 1300 Á¤¿Àºôµù,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷·Î 422, 5Ãþ (½Å±æµ¿, Á¤¿Àºôµù)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷·Î 422, 5Ãþ (½Å±æµ¿, Á¤¿Àºôµù)",1,2022-05-31,2022,2014
Ä¿ºê½º ¹®·¡Å¬·´,2015-02-23,,,,20170704.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¹®·¡µ¿6°¡ 5¹øÁö µ¿½ÅÅ¸¿ö 208È£,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î 63, 208È£ (¹®·¡µ¿6°¡, µ¿½ÅÅ¸¿ö)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î 63, 208È£ (¹®·¡µ¿6°¡, µ¿½ÅÅ¸¿ö)",1,2017-07-04,2017,2015
¿þÀÌºêÇÇÆ®´Ï½º,2009-06-23,,,,20181130.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1503-9¹øÁö ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷´ë·Î23±æ 14 (¼­ÃÊµ¿,ÁöÇÏ1Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷´ë·Î23±æ 14 (¼­ÃÊµ¿,ÁöÇÏ1Ãþ)",1,2018-11-30,2018,2009
µå¸²Çï½ºÅ¬·´,2003-02-13,,,,20100402.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷µ¿ 624-20¹øÁö,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µµ½Å·Î29¾Æ±æ 7  (¿µµîÆ÷µ¿),¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ µµ½Å·Î29¾Æ±æ 7  (¿µµîÆ÷µ¿),1,2010-04-02,2010,2003
ÀÏ·¹ÀÎÈÖÆ®´Ï½ºÅ¬·´,2003-03-24,,,,20101004.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 53-12¹øÁö °æ¼ººôµù ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ±¹Á¦±ÝÀ¶·Î 110  (¿©ÀÇµµµ¿,°æ¼ººôµù ÁöÇÏ1Ãþ)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ±¹Á¦±ÝÀ¶·Î 110  (¿©ÀÇµµµ¿,°æ¼ººôµù ÁöÇÏ1Ãþ)",1,2010-10-04,2010,2003
MAZINGER ZYM,2003-10-10,,,,20190626.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¹®·¡µ¿6°¡ 56-1¹øÁö ¹ÌÁÖÇÁ¶óÀÚ 3Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î 49 (¹®·¡µ¿6°¡, ¹ÌÁÖÇÁ¶óÀÚ¾ÆÆÄÆ®)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î 49 (¹®·¡µ¿6°¡, ¹ÌÁÖÇÁ¶óÀÚ¾ÆÆÄÆ®)",1,2019-06-26,2019,2003
º¼·ýÁü(ÈÖÆ®´Ï½º),2015-11-23,,,,20161227.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 53-3¹øÁö µ¿È£ºôµù,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °í¹«·¡·Î10±æ 17, B1È£ (¹ÝÆ÷µ¿, µ¿È£ºôµù)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °í¹«·¡·Î10±æ 17, B1È£ (¹ÝÆ÷µ¿, µ¿È£ºôµù)",1,2016-12-27,2016,2015
demarq ¼­¿ïR&D,2015-12-02,,,,20210209.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¿ì¸éµ¿ 689,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼ºÃÌ±æ 33 (¿ì¸éµ¿, (ÁÖ)»ï¼ºÀüÀÚ ¿ì¸éR&D ¼¾ÅÍ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼ºÃÌ±æ 33 (¿ì¸éµ¿, (ÁÖ)»ï¼ºÀüÀÚ ¿ì¸éR&D ¼¾ÅÍ)",1,2021-02-09,2021,2015
¾ØµåÇÍ,2017-07-05,,,,20211021.0,Æó¾÷,,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î 603 (Àá¿øµ¿, ÀÎ¼ººôµù)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î 603 (Àá¿øµ¿, ÀÎ¼ººôµù)",1,2021-10-21,2021,2017
¸¶ÀÌ¾Ö¹Ì ÈÖÆ®´Ï½º,2003-05-06,,,,20080825.0,Æó¾÷,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1540-6¹øÁö µµ¿øºôµù ÁöÇÏ1,2,3Ãþ","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷´ë·Î 101  (¼­ÃÊµ¿,µµ¿øºôµù ÁöÇÏ1,2,3Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷´ë·Î 101  (¼­ÃÊµ¿,µµ¿øºôµù ÁöÇÏ1,2,3Ãþ)",1,2008-08-25,2008,2003
´õ¸®¹ö»çÀÌµåÈ£ÅÚÈÖÆ®´Ï½ºÅ¬·´,2010-06-09,,,,20130412.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ Àá¿øµ¿ 6-1¹øÁö 1µ¿(4Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î107±æ 6 (Àá¿øµ¿,1µ¿(4Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î107±æ 6 (Àá¿øµ¿,1µ¿(4Ãþ))",1,2013-04-12,2013,2010
ÈÖÆ®´Ï½ºÈÑ¹Ð¸®,2010-06-16,,,,20120904.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 106-5¹øÁö (2Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î22±æ 14  (¹ÝÆ÷µ¿,(2Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î22±æ 14  (¹ÝÆ÷µ¿,(2Ãþ))",1,2012-09-04,2012,2010
¾ÖÇÃÁü ¹ÝÆ÷Á¡,2010-12-24,,,,20190314.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ Àá¿øµ¿ 76-5¹øÁö (Áö1Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷´ë·Î 304 (Àá¿øµ¿,(Áö1Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷´ë·Î 304 (Àá¿øµ¿,(Áö1Ãþ))",1,2019-03-14,2019,2010
´º±×¸°(P.T½ºÆ©µð¿À)˜Þ,2015-09-24,,,,20220503.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 53-3 ÀºÇÏºôµù ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ±¹Á¦±ÝÀ¶·Î 108, ÁöÇÏ1Ãþ (¿©ÀÇµµµ¿, ÀºÇÏºôµù)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ±¹Á¦±ÝÀ¶·Î 108, ÁöÇÏ1Ãþ (¿©ÀÇµµµ¿, ÀºÇÏºôµù)",1,2022-05-03,2022,2015
DM.GYM,2016-04-08,,,,20190227.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 1136¹øÁö 3Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇ´ë¹æ·Î 219, 3Ãþ (½Å±æµ¿)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇ´ë¹æ·Î 219, 3Ãþ (½Å±æµ¿)",1,2019-02-27,2019,2016
ÆÀ´ÚÅÍ,2016-06-22,,,,20170628.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ½Å±æµ¿ 98-15¹øÁö,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷·Î 363, 3Ãþ (½Å±æµ¿, HYºôµù)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿µµîÆ÷·Î 363, 3Ãþ (½Å±æµ¿, HYºôµù)",1,2017-06-28,2017,2016
(ÁÖ)¹Ì¶óÅä,2006-04-07,,,,20120410.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1422-6¹øÁö (ÁöÇÏ1Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ³²ºÎ¼øÈ¯·Î 2495  (¼­ÃÊµ¿,(ÁöÇÏ1Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ³²ºÎ¼øÈ¯·Î 2495  (¼­ÃÊµ¿,(ÁöÇÏ1Ãþ))",1,2012-04-10,2012,2006
½ºÆ÷¶óÀÌÇÁ,2006-04-10,,,,20071002.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1699-1¹øÁö (ÁöÇÏ1Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊÁß¾Ó·Î 166  (¼­ÃÊµ¿,(ÁöÇÏ1Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊÁß¾Ó·Î 166  (¼­ÃÊµ¿,(ÁöÇÏ1Ãþ))",1,2007-10-02,2007,2006
ÆÄ¿öÈÖÆ®´Ï½º,2006-04-17,,,,20110329.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¾çÀçµ¿ 20-28¹øÁö (4Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î 156-1  (¾çÀçµ¿,(4Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î 156-1  (¾çÀçµ¿,(4Ãþ))",1,2011-03-29,2011,2006
ºêÀÌ¿¢½º¾ÆÀÌ,2006-05-29,,,,20070406.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1549-5¹øÁö (ÁöÇÏ1Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷´ë·Î22±æ 35  (¼­ÃÊµ¿,(ÁöÇÏ1Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷´ë·Î22±æ 35  (¼­ÃÊµ¿,(ÁöÇÏ1Ãþ))",1,2007-04-06,2007,2006
Ä¿ºê½º ¼­ÃÊ3Å¬·´,2006-10-25,,,,20090304.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1567-8¹øÁö (4Ãþ),"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊ´ë·Î46±æ 99  (¼­ÃÊµ¿,(4Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊ´ë·Î46±æ 99  (¼­ÃÊµ¿,(4Ãþ))",1,2009-03-04,2009,2006
CN½ºÆ÷·º½º,2007-03-26,,,,20211124.0,Æó¾÷,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¹ÝÆ÷µ¿ 93-1 (5Ãþ,6Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î 126  (¹ÝÆ÷µ¿,(5Ãþ,6Ãþ))","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ »çÆò´ë·Î 126  (¹ÝÆ÷µ¿,(5Ãþ,6Ãþ))",1,2021-11-24,2021,2007
¹Ý¸ÞµðÄÃÇÇÆ®´Ï½º,2011-06-21,,,,20151204.0,Æó¾÷,¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1339-9¹øÁö ¸ÞÆ®·Îºôµù 2Ãþ,"¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î 299  (¼­ÃÊµ¿,¸ÞÆ®·Îºôµù 2Ãþ)","¼­¿ïÆ¯º°½Ã ¼­ÃÊ±¸ °­³²´ë·Î 299  (¼­ÃÊµ¿,¸ÞÆ®·Îºôµù 2Ãþ)",1,2015-12-04,2015,2011
ì° ÇÃ·¯½º ÇÇÆ¼Áü,2015-02-06,,,,20170419.0,Æó¾÷,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ 153-1¹øÁö,¼­¿ïÆ¯º°½Ã Áß¶û±¸ °ø¸ª·Î12°¡±æ 68 (¹¬µ¿),¼­¿ïÆ¯º°½Ã Áß¶û±¸ °ø¸ª·Î12°¡±æ 68 (¹¬µ¿),1,2017-04-19,2017,2015
